OrderID,OrderDate,Year,Month,Quarter,Season,CustomerID,Gender,Segment,Region,Country,Category,Sub_Category,ProductName,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status
ORD-003192,7/23/2021,2021,7,Q3,Summer,CUST-06071,Female,Regular,North America,Canada,Clothing,Footwear,Puma Running Shoes,79,1,0%,79,36,42,53.71,6,Economy,3,Bank Transfer,Delivered
ORD-003193,4/9/2023,2023,4,Q2,Spring,CUST-04562,Female,Premium,Asia,Japan,Clothing,Men's Wear,Formal Shirt,32,3,20%,77,51,26,33.42,6,Economy,11,Debit Card,Delivered
ORD-003194,7/1/2023,2023,7,Q3,Summer,CUST-07006,Male,Regular,North America,Canada,Clothing,Footwear,Vans Old Skool,144,3,5%,411,199,211,51.46,16,Standard,4,PayPal,Delivered
ORD-003195,10/9/2022,2022,10,Q4,Fall,CUST-03518,Male,Regular,Europe,UK,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,65,2,40%,78,84,-5,-7.02,16,Standard,12,Debit Card,Delivered
ORD-003196,12/29/2021,2021,12,Q4,Winter,CUST-01252,Female,New,Europe,UK,Books & Media,Books,Atomic Habits,30,2,0%,59,35,25,41.81,96,Overnight,7,Google Pay,Delivered
ORD-003197,11/27/2023,2023,11,Q4,Fall,CUST-06611,Male,Regular,North America,USA,Electronics,Tablets,Lenovo Tab P12,204,3,10%,550,291,259,47.15,2,Economy,7,Credit Card,Delivered
ORD-003198,10/14/2024,2024,10,Q4,Fall,CUST-04644,Female,Regular,Middle East,UAE,Home & Kitchen,Appliances,Coffee Maker,54,1,30%,38,33,5,13.7,5,Economy,13,Debit Card,Delivered
ORD-003199,5/13/2023,2023,5,Q2,Spring,CUST-04750,Female,Regular,North America,Mexico,Home & Kitchen,Kitchen Tools,Knife Block Set,62,1,0%,62,34,28,45.03,56,Overnight,5,Bank Transfer,Delivered
ORD-003200,3/22/2023,2023,3,Q1,Spring,CUST-04558,Male,VIP,Middle East,UAE,Electronics,Headphones,AirPods Pro,219,5,0%,1095,527,568,51.86,6,Standard,18,Cash on Delivery,Delivered
ORD-003201,10/8/2023,2023,10,Q4,Fall,CUST-06175,Female,VIP,Asia,India,Home & Kitchen,Appliances,Blender Pro,196,5,10%,884,475,409,46.27,10,Economy,10,PayPal,Delivered
ORD-003202,7/6/2022,2022,7,Q3,Summer,CUST-02188,Female,Regular,Asia,India,Home & Kitchen,Appliances,Air Fryer 5.5L,259,5,0%,1297,777,520,40.1,24,Express,24,Google Pay,Processing
ORD-003203,10/26/2021,2021,10,Q4,Fall,CUST-03601,Male,Regular,Asia,India,Home & Kitchen,Furniture,Bookshelf 5-Tier,236,5,0%,1182,726,455,38.54,7,Economy,14,Apple Pay,Delivered
ORD-003204,12/2/2022,2022,12,Q4,Winter,CUST-07329,Male,Regular,North America,Mexico,Electronics,Smartphones,Google Pixel 7,962,1,40%,577,599,-22,-3.75,19,Standard,7,Cash on Delivery,Cancelled
ORD-003205,5/25/2023,2023,5,Q2,Spring,CUST-05229,Female,Regular,North America,Mexico,Books & Media,Books,The Psychology of Money,35,7,40%,147,144,4,2.42,40,Express,5,Bank Transfer,Delivered
ORD-003206,9/25/2021,2021,9,Q3,Fall,CUST-07724,Male,Regular,Middle East,Egypt,Home & Kitchen,Kitchen Tools,Storage Container Set,132,2,10%,237,168,69,29.24,29,Express,12,Apple Pay,Delivered
ORD-003207,3/3/2024,2024,3,Q1,Spring,CUST-05494,Male,Regular,Asia,Singapore,Home & Kitchen,Kitchen Tools,Knife Block Set,80,2,30%,112,117,-5,-4.44,9,Economy,18,Credit Card,Delivered
ORD-003208,6/30/2022,2022,6,Q2,Summer,CUST-05036,Female,VIP,Asia,China,Electronics,Laptops,ASUS ZenBook,1817,2,0%,3634,2397,1237,34.03,59,Overnight,23,Google Pay,Returned
ORD-003209,1/29/2023,2023,1,Q1,Winter,CUST-05123,Male,Premium,Asia,India,Clothing,Footwear,Vans Old Skool,118,6,30%,497,334,163,32.86,28,Express,11,Credit Card,Delivered
ORD-003210,12/6/2023,2023,12,Q4,Winter,CUST-04156,Male,Premium,North America,Mexico,Clothing,Footwear,Nike Air Max,199,2,25%,299,248,51,16.95,40,Express,9,Bank Transfer,Delivered
ORD-003211,10/5/2024,2024,10,Q4,Fall,CUST-01474,Female,New,Middle East,UAE,Electronics,Smartphones,OnePlus 11,1044,2,0%,2087,1308,779,37.31,31,Express,13,Apple Pay,Delivered
ORD-003212,10/22/2021,2021,10,Q4,Fall,CUST-04203,Female,Regular,North America,Mexico,Electronics,Smartphones,Google Pixel 7,544,1,50%,272,284,-12,-4.36,40,Express,10,Cash on Delivery,Delivered
ORD-003213,3/18/2023,2023,3,Q1,Spring,CUST-06265,Female,Premium,Middle East,UAE,Electronics,Tablets,Samsung Galaxy Tab S9,994,1,5%,944,512,432,45.73,5,Economy,13,Credit Card,Delivered
ORD-003214,6/30/2024,2024,6,Q2,Summer,CUST-04408,Male,Premium,North America,Mexico,Home & Kitchen,Appliances,Rice Cooker,204,4,50%,409,377,32,7.78,13,Standard,3,Credit Card,Cancelled
ORD-003215,9/25/2022,2022,9,Q3,Fall,CUST-03358,Male,Regular,Middle East,Egypt,Books & Media,Books,Deep Work,40,2,15%,67,57,10,15.62,14,Standard,18,Debit Card,Delivered
ORD-003216,11/4/2023,2023,11,Q4,Fall,CUST-07244,Male,Regular,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,14,7,0%,97,64,33,34.03,3,Economy,4,Google Pay,Returned
ORD-003217,3/30/2024,2024,3,Q1,Spring,CUST-07828,Male,Regular,Europe,UK,Clothing,Women's Wear,Maxi Skirt,87,2,40%,104,79,25,24.28,6,Economy,14,Cash on Delivery,Returned
ORD-003218,12/17/2023,2023,12,Q4,Winter,CUST-07044,Male,Premium,Middle East,Saudi Arabia,Beauty & Health,Supplements,Omega-3 Fish Oil,39,2,50%,39,54,-15,-37.4,5,Economy,10,Cash on Delivery,Returned
ORD-003219,6/28/2023,2023,6,Q2,Summer,CUST-05777,Male,Regular,Europe,Spain,Home & Kitchen,Kitchen Tools,Knife Block Set,136,1,40%,81,74,7,8.89,2,Economy,8,Apple Pay,Returned
ORD-003220,3/10/2022,2022,3,Q1,Spring,CUST-01614,Female,Regular,Asia,Japan,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,75,2,15%,127,107,20,15.92,43,Express,20,Debit Card,Processing
ORD-003221,9/26/2022,2022,9,Q3,Fall,CUST-07246,Male,Regular,North America,USA,Beauty & Health,Supplements,Vitamin D3,54,1,0%,54,32,22,40.11,12,Standard,3,Apple Pay,Returned
ORD-003222,11/6/2023,2023,11,Q4,Fall,CUST-01793,Female,Regular,North America,Mexico,Electronics,Smartphones,iPhone 14,303,1,50%,151,149,2,1.41,45,Express,7,Google Pay,Processing
ORD-003223,8/1/2023,2023,8,Q3,Summer,CUST-01151,Female,Premium,Middle East,UAE,Books & Media,Books,Thinking Fast and Slow,24,2,25%,36,32,4,11.82,5,Economy,16,Debit Card,Delivered
ORD-003224,8/11/2024,2024,8,Q3,Summer,CUST-02025,Male,VIP,Asia,India,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,53,2,40%,63,57,7,10.56,10,Economy,14,Bank Transfer,Returned
ORD-003225,11/5/2021,2021,11,Q4,Fall,CUST-05286,Female,Premium,North America,USA,Clothing,Women's Wear,Summer Dress,20,2,10%,37,28,9,23.98,2,Economy,5,Debit Card,Delivered
ORD-003226,2/16/2024,2024,2,Q1,Winter,CUST-03248,Female,Regular,Asia,Japan,Books & Media,Books,Atomic Habits,31,10,40%,187,170,17,9.14,45,Express,24,Google Pay,Delivered
ORD-003227,3/13/2023,2023,3,Q1,Spring,CUST-06995,Male,VIP,Asia,India,Books & Media,Books,The Psychology of Money,17,1,10%,15,10,5,31.44,65,Overnight,17,PayPal,Delivered
ORD-003228,4/30/2024,2024,4,Q2,Spring,CUST-01857,Male,Regular,Asia,Singapore,Electronics,Smartphones,Google Pixel 7,596,1,15%,507,308,199,39.2,72,Overnight,16,PayPal,Cancelled
ORD-003229,8/17/2023,2023,8,Q3,Summer,CUST-03419,Female,Regular,Asia,Singapore,Electronics,Smartphones,Samsung Galaxy S23,557,2,40%,668,557,112,16.7,58,Overnight,16,Debit Card,Delivered
ORD-003230,9/5/2021,2021,9,Q3,Fall,CUST-03599,Female,New,Asia,India,Clothing,Men's Wear,Hoodie Sweatshirt,67,1,0%,67,46,20,30.38,5,Standard,23,Bank Transfer,Delivered
ORD-003231,9/22/2022,2022,9,Q3,Fall,CUST-06144,Female,Regular,Europe,Spain,Home & Kitchen,Appliances,Blender Pro,259,3,15%,660,478,182,27.56,63,Overnight,5,Bank Transfer,Delivered
ORD-003232,7/3/2024,2024,7,Q3,Summer,CUST-05937,Male,New,Europe,France,Electronics,Laptops,ASUS ZenBook,1646,1,5%,1564,1001,563,35.99,10,Economy,11,Credit Card,Delivered
ORD-003233,1/18/2024,2024,1,Q1,Winter,CUST-01628,Female,Regular,Asia,Japan,Home & Kitchen,Kitchen Tools,Storage Container Set,68,1,0%,68,33,35,50.88,26,Express,17,Credit Card,Returned
ORD-003234,6/16/2023,2023,6,Q2,Summer,CUST-01620,Female,Regular,Middle East,Kuwait,Electronics,Tablets,Huawei MatePad 11,908,1,0%,908,577,331,36.46,6,Economy,7,Google Pay,Processing
ORD-003235,6/8/2024,2024,6,Q2,Summer,CUST-05161,Male,Regular,Europe,Spain,Clothing,Men's Wear,Formal Shirt,100,4,0%,400,201,198,49.62,67,Overnight,6,Cash on Delivery,Returned
ORD-003236,9/18/2023,2023,9,Q3,Fall,CUST-02821,Male,Regular,Middle East,UAE,Books & Media,Books,Deep Work,30,4,10%,106,58,48,45.18,8,Economy,11,Cash on Delivery,Delivered
ORD-003237,9/10/2023,2023,9,Q3,Fall,CUST-01004,Male,Premium,Asia,South Korea,Books & Media,Software,Adobe Creative Cloud,170,8,0%,1357,791,566,41.7,9,Economy,20,PayPal,Delivered
ORD-003238,10/30/2023,2023,10,Q4,Fall,CUST-03074,Female,Regular,Europe,Germany,Beauty & Health,Supplements,Whey Protein 2kg,57,6,20%,276,244,32,11.55,3,Economy,7,Credit Card,Delivered
ORD-003239,5/29/2023,2023,5,Q2,Spring,CUST-06729,Female,Regular,North America,Mexico,Electronics,Tablets,Samsung Galaxy Tab S9,292,1,15%,248,170,79,31.64,75,Overnight,5,Apple Pay,Delivered
ORD-003240,6/7/2023,2023,6,Q2,Summer,CUST-01559,Female,Premium,Middle East,Jordan,Books & Media,Software,Adobe Creative Cloud,122,1,0%,122,80,42,34.14,4,Economy,13,Credit Card,Delivered
ORD-003241,7/30/2023,2023,7,Q3,Summer,CUST-07954,Female,New,North America,USA,Beauty & Health,Supplements,Whey Protein 2kg,54,2,10%,97,49,48,49.14,30,Express,6,Bank Transfer,Delivered
ORD-003242,8/22/2023,2023,8,Q3,Summer,CUST-02838,Female,VIP,Asia,South Korea,Clothing,Women's Wear,Yoga Pants,51,1,30%,36,30,5,15.4,63,Overnight,14,Cash on Delivery,Delivered
ORD-003243,6/24/2022,2022,6,Q2,Summer,CUST-07534,Female,Premium,North America,USA,Home & Kitchen,Furniture,Office Chair,541,2,25%,811,575,236,29.1,33,Express,8,PayPal,Cancelled
ORD-003244,7/6/2024,2024,7,Q3,Summer,CUST-01113,Male,Regular,Middle East,Egypt,Clothing,Footwear,Vans Old Skool,122,2,20%,195,123,72,37.05,84,Overnight,11,Google Pay,Processing
ORD-003245,3/7/2023,2023,3,Q1,Spring,CUST-02484,Male,New,Europe,Italy,Books & Media,Books,Thinking Fast and Slow,23,3,40%,42,39,3,7.1,81,Overnight,7,Debit Card,Returned
ORD-003246,8/8/2023,2023,8,Q3,Summer,CUST-07997,Male,Regular,Middle East,Kuwait,Electronics,Headphones,Bose QC45,340,1,25%,255,241,14,5.37,38,Express,18,Google Pay,Processing
ORD-003247,2/22/2023,2023,2,Q1,Winter,CUST-05255,Female,Regular,Europe,Spain,Beauty & Health,Supplements,Collagen Peptides,26,1,25%,19,12,7,37.49,95,Overnight,7,Cash on Delivery,Delivered
ORD-003248,8/5/2024,2024,8,Q3,Summer,CUST-06645,Female,Regular,Europe,UK,Books & Media,Books,Deep Work,30,1,50%,15,20,-5,-36.7,45,Express,14,Google Pay,Delivered
ORD-003249,1/15/2023,2023,1,Q1,Winter,CUST-05223,Female,New,Middle East,Kuwait,Home & Kitchen,Furniture,Bookshelf 5-Tier,498,1,0%,498,247,250,50.32,10,Standard,13,Bank Transfer,Returned
ORD-003250,7/30/2022,2022,7,Q3,Summer,CUST-07596,Female,Regular,Middle East,Saudi Arabia,Books & Media,Books,Thinking Fast and Slow,31,4,20%,100,64,36,36.27,3,Economy,14,Credit Card,Delivered
ORD-003251,7/2/2022,2022,7,Q3,Summer,CUST-02733,Female,VIP,Asia,India,Beauty & Health,Supplements,Vitamin D3,46,1,30%,32,22,10,32.08,3,Economy,25,Cash on Delivery,Delivered
ORD-003252,4/22/2023,2023,4,Q2,Spring,CUST-04258,Female,Premium,North America,Mexico,Clothing,Footwear,Converse Chuck Taylor,158,1,5%,150,74,76,50.64,47,Express,4,Cash on Delivery,Delivered
ORD-003253,12/22/2021,2021,12,Q4,Winter,CUST-05114,Male,Regular,Asia,South Korea,Beauty & Health,Skincare,Sunscreen SPF50,70,4,50%,139,159,-19,-13.83,3,Economy,12,Debit Card,Returned
ORD-003254,12/14/2023,2023,12,Q4,Winter,CUST-01839,Female,VIP,Asia,South Korea,Books & Media,Books,The Psychology of Money,18,6,20%,85,69,16,19.28,20,Standard,24,Credit Card,Processing
ORD-003255,2/29/2024,2024,2,Q1,Winter,CUST-03584,Male,New,Asia,Singapore,Home & Kitchen,Kitchen Tools,Storage Container Set,64,3,40%,114,94,21,17.96,85,Overnight,16,Google Pay,Delivered
ORD-003256,10/7/2021,2021,10,Q4,Fall,CUST-04918,Male,Regular,Europe,France,Electronics,Laptops,HP Spectre x360,2041,4,5%,7756,5578,2178,28.08,63,Overnight,9,Debit Card,Delivered
ORD-003257,2/20/2024,2024,2,Q1,Winter,CUST-01015,Female,Regular,Middle East,UAE,Books & Media,Books,The Psychology of Money,38,4,30%,108,74,33,30.86,3,Economy,16,Apple Pay,Returned
ORD-003258,5/22/2023,2023,5,Q2,Spring,CUST-02582,Female,Regular,Asia,Japan,Beauty & Health,Supplements,Collagen Peptides,28,1,0%,28,14,14,48.72,62,Overnight,16,PayPal,Delivered
ORD-003259,2/20/2024,2024,2,Q1,Winter,CUST-03456,Female,VIP,Europe,UK,Home & Kitchen,Appliances,Coffee Maker,289,3,5%,825,454,371,44.96,7,Standard,10,Debit Card,Cancelled
ORD-003260,9/11/2024,2024,9,Q3,Fall,CUST-01015,Female,Premium,Asia,South Korea,Electronics,Headphones,JBL Tune 760NC,236,1,40%,142,132,10,7.09,8,Standard,25,Google Pay,Processing
ORD-003261,8/4/2022,2022,8,Q3,Summer,CUST-07591,Male,Premium,Middle East,Saudi Arabia,Clothing,Women's Wear,Yoga Pants,44,1,0%,44,21,23,52.98,65,Overnight,13,Cash on Delivery,Returned
ORD-003262,1/1/2024,2024,1,Q1,Winter,CUST-01959,Male,Premium,Middle East,Egypt,Books & Media,Books,Rich Dad Poor Dad,25,1,5%,24,14,9,39.38,95,Overnight,15,PayPal,Delivered
ORD-003263,11/12/2021,2021,11,Q4,Fall,CUST-02202,Male,Regular,North America,Canada,Beauty & Health,Supplements,Vitamin D3,52,10,50%,258,237,22,8.37,46,Express,7,Credit Card,Cancelled
ORD-003264,7/12/2021,2021,7,Q3,Summer,CUST-05435,Male,Regular,Middle East,UAE,Clothing,Women's Wear,Maxi Skirt,53,5,5%,250,169,81,32.35,7,Economy,14,Google Pay,Cancelled
ORD-003265,1/9/2023,2023,1,Q1,Winter,CUST-05812,Male,Regular,North America,USA,Clothing,Footwear,Vans Old Skool,70,5,0%,351,168,183,52.17,42,Express,6,Debit Card,Delivered
ORD-003266,6/29/2023,2023,6,Q2,Summer,CUST-05201,Male,Regular,North America,Canada,Home & Kitchen,Kitchen Tools,Cutting Board Set,142,6,25%,639,635,4,0.63,16,Standard,9,Credit Card,Delivered
ORD-003267,5/27/2024,2024,5,Q2,Spring,CUST-02730,Male,Premium,North America,USA,Electronics,Smartphones,Xiaomi 13,914,1,10%,823,650,173,20.99,24,Express,7,Credit Card,Delivered
ORD-003268,12/2/2021,2021,12,Q4,Winter,CUST-06370,Male,New,Middle East,Egypt,Beauty & Health,Supplements,Vitamin D3,27,1,0%,27,13,14,51.42,81,Overnight,18,Credit Card,Processing
ORD-003269,9/27/2023,2023,9,Q3,Fall,CUST-01538,Female,Premium,North America,Mexico,Beauty & Health,Skincare,Hyaluronic Acid,40,5,40%,121,139,-18,-14.97,9,Standard,7,Debit Card,Cancelled
ORD-003270,4/9/2023,2023,4,Q2,Spring,CUST-01610,Female,New,Europe,Italy,Clothing,Men's Wear,Formal Shirt,118,3,10%,318,216,101,31.93,19,Standard,5,Credit Card,Delivered
ORD-003271,6/15/2022,2022,6,Q2,Summer,CUST-06174,Male,Regular,Asia,Japan,Electronics,Headphones,AirPods Pro,377,4,20%,1205,686,519,43.07,38,Express,21,Google Pay,Returned
ORD-003272,8/8/2024,2024,8,Q3,Summer,CUST-03939,Male,Regular,North America,Canada,Clothing,Men's Wear,Classic T-Shirt,15,1,40%,9,9,0,4.35,30,Express,3,Cash on Delivery,Delivered
ORD-003273,5/10/2023,2023,5,Q2,Spring,CUST-03263,Female,Premium,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,64,1,30%,45,39,6,12.29,2,Economy,9,Debit Card,Delivered
ORD-003274,7/3/2023,2023,7,Q3,Summer,CUST-04027,Male,New,Asia,Japan,Beauty & Health,Skincare,Moisturizing Cream,67,2,0%,135,95,40,29.7,6,Standard,16,Credit Card,Processing
ORD-003275,4/10/2022,2022,4,Q2,Spring,CUST-06115,Female,Regular,Asia,South Korea,Electronics,Laptops,ASUS ZenBook,1824,2,40%,2188,1722,467,21.32,6,Economy,10,Credit Card,Returned
ORD-003276,12/8/2022,2022,12,Q4,Winter,CUST-05832,Male,Regular,North America,Canada,Home & Kitchen,Kitchen Tools,Storage Container Set,130,2,20%,208,158,50,23.85,38,Express,5,Cash on Delivery,Returned
ORD-003277,7/24/2023,2023,7,Q3,Summer,CUST-01369,Male,VIP,Middle East,Jordan,Books & Media,Books,Deep Work,33,1,30%,23,23,0,0.22,38,Express,15,Credit Card,Delivered
ORD-003278,12/6/2023,2023,12,Q4,Winter,CUST-06668,Male,VIP,Asia,Singapore,Beauty & Health,Supplements,Vitamin D3,64,3,0%,192,89,102,53.45,76,Overnight,16,Debit Card,Returned
ORD-003279,1/10/2023,2023,1,Q1,Winter,CUST-07091,Male,New,Middle East,UAE,Beauty & Health,Skincare,Moisturizing Cream,31,1,0%,31,20,10,33.3,51,Overnight,7,Credit Card,Delivered
ORD-003280,12/1/2023,2023,12,Q4,Winter,CUST-01894,Male,Regular,Middle East,Kuwait,Beauty & Health,Skincare,Retinol Night Cream,80,7,0%,562,259,303,53.88,65,Overnight,17,Bank Transfer,Delivered
ORD-003281,8/22/2022,2022,8,Q3,Summer,CUST-06732,Female,Regular,Middle East,Saudi Arabia,Books & Media,Books,Atomic Habits,36,1,40%,22,19,2,10.76,66,Overnight,10,Debit Card,Delivered
ORD-003282,6/8/2022,2022,6,Q2,Summer,CUST-06014,Male,Regular,Asia,India,Beauty & Health,Skincare,Sunscreen SPF50,32,2,0%,63,41,22,35.1,19,Standard,11,Credit Card,Delivered
ORD-003283,4/26/2022,2022,4,Q2,Spring,CUST-05906,Female,Premium,North America,Canada,Clothing,Footwear,Puma Running Shoes,66,2,20%,106,64,42,39.64,25,Express,3,Cash on Delivery,Delivered
ORD-003284,10/17/2023,2023,10,Q4,Fall,CUST-01494,Male,Regular,Middle East,Kuwait,Beauty & Health,Skincare,Moisturizing Cream,20,2,20%,32,30,2,6.38,19,Standard,17,Credit Card,Delivered
ORD-003285,1/30/2023,2023,1,Q1,Winter,CUST-06329,Female,Regular,Asia,Japan,Clothing,Men's Wear,Classic T-Shirt,28,2,25%,42,35,7,16.79,81,Overnight,22,PayPal,Delivered
ORD-003286,7/5/2023,2023,7,Q3,Summer,CUST-07569,Male,VIP,Middle East,Egypt,Books & Media,Books,Rich Dad Poor Dad,25,1,0%,25,14,12,46.2,9,Economy,9,Debit Card,Processing
ORD-003287,12/9/2021,2021,12,Q4,Winter,CUST-02325,Male,Premium,North America,Canada,Books & Media,Books,Deep Work,39,5,30%,138,129,9,6.83,50,Overnight,7,Google Pay,Delivered
ORD-003288,12/7/2021,2021,12,Q4,Winter,CUST-02001,Male,Premium,North America,Mexico,Beauty & Health,Skincare,Sunscreen SPF50,86,3,25%,194,130,64,32.83,3,Economy,7,Google Pay,Delivered
ORD-003289,5/18/2024,2024,5,Q2,Spring,CUST-05857,Female,Premium,North America,Canada,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,137,1,40%,82,83,0,-0.45,67,Overnight,7,PayPal,Cancelled
ORD-003290,1/14/2023,2023,1,Q1,Winter,CUST-03166,Female,Regular,Asia,China,Beauty & Health,Supplements,Vitamin D3,56,2,0%,112,55,57,50.87,37,Express,14,Google Pay,Returned
ORD-003291,3/30/2024,2024,3,Q1,Spring,CUST-06355,Male,Regular,Asia,China,Electronics,Laptops,MacBook Air M2,2293,7,40%,9631,7590,2041,21.2,5,Economy,13,PayPal,Delivered
ORD-003292,11/18/2023,2023,11,Q4,Fall,CUST-02123,Female,Regular,Europe,UK,Home & Kitchen,Kitchen Tools,Cutting Board Set,129,1,30%,90,87,3,3.42,68,Overnight,11,Credit Card,Delivered
ORD-003293,9/27/2023,2023,9,Q3,Fall,CUST-03476,Female,Regular,North America,USA,Electronics,Laptops,HP Spectre x360,2215,2,5%,4208,2014,2194,52.14,22,Express,9,Credit Card,Delivered
ORD-003294,4/19/2023,2023,4,Q2,Spring,CUST-04885,Male,Regular,Middle East,Egypt,Clothing,Women's Wear,Maxi Skirt,84,1,50%,42,39,4,8.35,42,Express,14,Apple Pay,Delivered
ORD-003295,6/18/2022,2022,6,Q2,Summer,CUST-06308,Female,Regular,Asia,China,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,69,4,50%,138,163,-25,-18.38,70,Overnight,23,Credit Card,Delivered
ORD-003296,4/4/2023,2023,4,Q2,Spring,CUST-02556,Male,New,Asia,South Korea,Home & Kitchen,Appliances,Microwave Oven,217,1,10%,195,138,57,29.39,41,Express,22,Apple Pay,Returned
ORD-003297,1/27/2023,2023,1,Q1,Winter,CUST-06201,Male,Regular,Middle East,Jordan,Electronics,Smartphones,OnePlus 11,402,5,0%,2009,1275,734,36.52,52,Overnight,12,Credit Card,Delivered
ORD-003298,11/26/2023,2023,11,Q4,Fall,CUST-02928,Male,Regular,Europe,Germany,Electronics,Laptops,Lenovo ThinkPad X1,2148,1,0%,2148,1438,709,33.03,97,Overnight,8,Cash on Delivery,Returned
ORD-003299,2/23/2022,2022,2,Q1,Winter,CUST-03518,Female,Premium,North America,Canada,Electronics,Headphones,AirPods Pro,104,1,20%,83,75,9,10.19,8,Economy,10,Google Pay,Returned
ORD-003300,5/19/2024,2024,5,Q2,Spring,CUST-05465,Female,Regular,Middle East,UAE,Electronics,Tablets,iPad Pro 12.9,256,2,30%,359,355,4,1.12,7,Standard,14,PayPal,Cancelled
ORD-003301,6/12/2023,2023,6,Q2,Summer,CUST-02722,Female,Regular,Asia,India,Electronics,Laptops,Lenovo ThinkPad X1,823,2,50%,823,923,-100,-12.14,32,Express,14,Bank Transfer,Delivered
ORD-003302,1/10/2023,2023,1,Q1,Winter,CUST-06299,Female,Premium,Europe,Italy,Home & Kitchen,Kitchen Tools,Storage Container Set,112,4,10%,405,298,106,26.29,17,Standard,12,Cash on Delivery,Delivered
ORD-003303,6/3/2023,2023,6,Q2,Summer,CUST-01402,Male,Regular,North America,Canada,Books & Media,Books,Deep Work,29,1,25%,22,19,3,14.93,82,Overnight,7,Bank Transfer,Returned
ORD-003304,3/15/2022,2022,3,Q1,Spring,CUST-01427,Female,Regular,Europe,Italy,Home & Kitchen,Kitchen Tools,Storage Container Set,49,2,10%,89,54,35,39.77,32,Express,11,Google Pay,Delivered
ORD-003305,6/12/2024,2024,6,Q2,Summer,CUST-07747,Female,VIP,Europe,Italy,Beauty & Health,Skincare,Vitamin C Serum,53,1,0%,53,30,23,42.8,7,Economy,9,Debit Card,Cancelled
ORD-003306,3/17/2024,2024,3,Q1,Spring,CUST-06247,Male,Premium,Asia,China,Beauty & Health,Supplements,Collagen Peptides,63,4,15%,215,167,48,22.34,39,Express,13,Apple Pay,Returned
ORD-003307,9/1/2022,2022,9,Q3,Fall,CUST-07612,Male,VIP,Middle East,Egypt,Home & Kitchen,Furniture,Office Chair,506,1,15%,430,270,160,37.27,7,Economy,17,Google Pay,Delivered
ORD-003308,1/25/2022,2022,1,Q1,Winter,CUST-04972,Male,Regular,Middle East,Saudi Arabia,Beauty & Health,Supplements,Whey Protein 2kg,69,3,50%,104,133,-29,-28.4,20,Standard,8,Cash on Delivery,Delivered
ORD-003309,6/30/2022,2022,6,Q2,Summer,CUST-04128,Female,Regular,North America,Mexico,Electronics,Laptops,Lenovo ThinkPad X1,927,2,15%,1576,1161,415,26.31,37,Express,8,Debit Card,Delivered
ORD-003310,5/16/2023,2023,5,Q2,Spring,CUST-04531,Female,Regular,North America,Canada,Home & Kitchen,Furniture,Bedside Table,490,3,50%,735,733,2,0.24,4,Economy,8,Bank Transfer,Delivered
ORD-003311,2/16/2022,2022,2,Q1,Winter,CUST-03254,Male,Regular,Europe,Germany,Home & Kitchen,Appliances,Blender Pro,88,2,10%,159,88,71,44.85,8,Standard,5,Apple Pay,Delivered
ORD-003312,5/1/2023,2023,5,Q2,Spring,CUST-04435,Male,New,North America,Mexico,Books & Media,Software,Adobe Creative Cloud,125,2,20%,200,138,62,30.98,16,Standard,10,Apple Pay,Returned
ORD-003313,1/25/2024,2024,1,Q1,Winter,CUST-02598,Male,Regular,Europe,UK,Clothing,Women's Wear,High-Waist Jeans,67,1,0%,67,42,25,37.8,69,Overnight,14,Debit Card,Delivered
ORD-003314,1/15/2024,2024,1,Q1,Winter,CUST-03232,Female,Regular,North America,Mexico,Beauty & Health,Supplements,Whey Protein 2kg,41,3,40%,73,69,4,5.58,96,Overnight,7,PayPal,Delivered
ORD-003315,6/30/2023,2023,6,Q2,Summer,CUST-03436,Male,Premium,Europe,UK,Home & Kitchen,Kitchen Tools,Cutting Board Set,25,3,0%,74,51,23,30.99,6,Economy,5,PayPal,Delivered
ORD-003316,2/24/2023,2023,2,Q1,Winter,CUST-01224,Female,New,Asia,South Korea,Clothing,Men's Wear,Formal Shirt,28,1,25%,21,15,6,27.37,47,Express,23,Apple Pay,Delivered
ORD-003317,9/24/2023,2023,9,Q3,Fall,CUST-03349,Male,Regular,Europe,Germany,Clothing,Men's Wear,Formal Shirt,86,2,5%,164,92,72,44.09,12,Standard,5,Cash on Delivery,Processing
ORD-003318,9/4/2023,2023,9,Q3,Fall,CUST-02576,Female,VIP,Middle East,Kuwait,Electronics,Tablets,Amazon Fire HD 10,310,1,0%,310,192,118,38.16,96,Overnight,16,Debit Card,Delivered
ORD-003319,4/30/2024,2024,4,Q2,Spring,CUST-01967,Male,Regular,Asia,Singapore,Books & Media,Software,Adobe Creative Cloud,39,2,20%,62,58,4,6.83,10,Economy,11,Cash on Delivery,Delivered
